source_record_id,plant_name,state,county,difference,capacity_mw_existing,capacity_mw_staged,status_existing,status_staged
58990:1,"RE Columbia Two, LLC",CA,Kern,staged_only,,15.0,,OP
58991:1,"RE Kent South, LLC",CA,Kings,staged_only,,20.0,,OP
58992:WND-1,Dept of Corrections NCCI Wind,MA,Worcester,staged_only,,1.7,,OP
58992:WND-2,Dept of Corrections NCCI Wind,MA,Worcester,staged_only,,1.7,,OP
58994:BWP,Breckinridge Wind Project LLC,OK,Garfield,staged_only,,98.8,,OP
58995:OLFWT,St. Olaf Wind Turbine,MN,Rice,staged_only,,1.6,,OP
58998:GWWP,Goodwell Wind Project LLC,OK,Texas,staged_only,,200.0,,OP
58999:LEWP,Little Elk Wind Project LLC,OK,Washita,staged_only,,74.0,,OP
59001:PARK,Parkland Landfill Solar,NJ,Burlington,staged_only,,7.8,,OP
59002:CEC 6,Carlsbad Energy Center,CA,San Diego,staged_only,,131.8,,OP
59002:CEC 7,Carlsbad Energy Center,CA,San Diego,staged_only,,131.8,,OP
59002:CEC 8,Carlsbad Energy Center,CA,San Diego,staged_only,,131.8,,OP
59002:CEC 9,Carlsbad Energy Center,CA,San Diego,staged_only,,131.8,,OP
59002:CEC10,Carlsbad Energy Center,CA,San Diego,staged_only,,131.8,,OP
59003:1,Two Dot Wind Farm,MT,Wheatland,staged_only,,9.7,,OP
59004:GEN1,"Potomac Energy Center, LLC",VA,Loudoun,staged_only,,237.0,,OP
59004:GEN2,"Potomac Energy Center, LLC",VA,Loudoun,staged_only,,237.0,,OP
59004:GEN3,"Potomac Energy Center, LLC",VA,Loudoun,staged_only,,338.0,,OP
59005:MAR1,Mariah del Norte,TX,Parmer,staged_only,,230.4,,OP
59008:PV1,Woodmere Solar Farm,CA,Kern,staged_only,,15.0,,OP
59009:PV1,Hayworth Solar,CA,Kern,staged_only,,27.0,,OP
59010:MSS1,Macho Springs,NM,Luna,staged_only,,55.0,,OP
59011:CAT,Southbridge Landfill Gas-to-Energy,MA,Worcester,staged_only,,1.6,,OP
59012:TURB1,Walt Bailey Bioenergy Facility,DC,District of Columbia,staged_only,,4.7,,OP
59012:TURB2,Walt Bailey Bioenergy Facility,DC,District of Columbia,staged_only,,4.7,,OP
59012:TURB3,Walt Bailey Bioenergy Facility,DC,District of Columbia,staged_only,,4.7,,OP
59013:SCT,Scituate PV,MA,Plymouth,staged_only,,2.5,,OP
59014:BLT,Bolton PV,MA,Worcester,staged_only,,4.9,,OP
59015:STW,Stow PV,MA,Middlesex,staged_only,,2.0,,OP
59017:GEN 1,Carol Jean Solar,NC,Stokes,staged_only,,4.0,,OP
59018:1,East Chicago,IN,Lake,staged_only,,2.0,,OP
59019:1,Griffith,IN,Lake,staged_only,,2.0,,OP
59020:GB36M,Gila Bend Hybrid,AZ,Maricopa,staged_only,,32.0,,OP
59020:PV1,Gila Bend Hybrid,AZ,Maricopa,staged_only,,36.0,,OP
59021:HOO1,Hoopeston Wind LLC,IL,Vermilion,staged_only,,98.0,,OP
59024:N-54,"Euclid Farm, Stamco N-54",OH,Cuyahoga,staged_only,,1.0,,OP
59026:SOLAR,Back River Waste Water Treatment,MD,Baltimore City,staged_only,,0.8,,OP
59028:0028,Agawam Solar,MA,Hampden,staged_only,,1.5,,OP
59029:0040,Rehoboth Solar,MA,Bristol,staged_only,,2.0,,OP
59030:0036,Chicopee Solar,MA,Hampden,staged_only,,3.0,,OP
59031:0027,Route 57 Solar,MA,Hampden,staged_only,,1.5,,OP
59032:0031,EBZ Solar,MA,Middlesex,staged_only,,2.5,,OP
59033:0024,Whately Solar,MA,Franklin,staged_only,,1.5,,OP
59034:SHAN1,Shannon Wind,TX,Clay,staged_only,,204.0,,OP
59035:MKA1,"Biomass to Energy Facility, Kauai",HI,Kauai,staged_only,,9.3,,OP
59035:XKA1,"Biomass to Energy Facility, Kauai",HI,Kauai,staged_only,,0.5,,OP
59035:XKA2,"Biomass to Energy Facility, Kauai",HI,Kauai,staged_only,,0.5,,OP
59037:GEN 1,Hiilangaay Hydro,AK,Prince of Wales Ketchikan,staged_only,,5.0,,OP
59038:GEN1,Battleground,NC,Cleveland,staged_only,,3.5,,OP
59039:GEN 1,Beulaville,NC,Duplin,staged_only,,2.0,,OP
59040:GEN 7,Ball Mountain Hydro,VT,Windham,staged_only,,0.2,,OP
59040:GEN 8,Ball Mountain Hydro,VT,Windham,staged_only,,0.2,,OP
59040:GEN 9,Ball Mountain Hydro,VT,Windham,staged_only,,0.2,,OP
59040:GEN10,Ball Mountain Hydro,VT,Windham,staged_only,,0.2,,OP
59040:GEN11,Ball Mountain Hydro,VT,Windham,staged_only,,0.2,,OP
59040:GEN12,Ball Mountain Hydro,VT,Windham,staged_only,,0.2,,OP
59042:GEN 1,Ellerbe,NC,Richmond,staged_only,,2.0,,OP
59043:PV1,West Davisville Solar,RI,Washington,staged_only,,2.0,,OP
59044:RRSF,Rio Rico Solar,AZ,Santa Cruz,staged_only,,6.0,,OP
59045:JEC1,Jameson Energy Center,KS,Finney,staged_only,,9.2,,OP
59045:JEC2,Jameson Energy Center,KS,Finney,staged_only,,9.2,,OP
59045:JEC3,Jameson Energy Center,KS,Finney,staged_only,,9.2,,OP
59046:PV1,651 Chase Solar NG,MA,Worcester,staged_only,,2.5,,OP
59049:PS01,Whitcomb Solar Farm,VT,Chittenden,staged_only,,2.2,,OP
59050:GEN 1,Wallace,NC,Duplin,staged_only,,2.0,,OP
59051:GEN 1,Kenansville,NC,Duplin,staged_only,,2.0,,OP
59052:GEN 1,Fairmont-FLS 100,NC,Robeson,staged_only,,4.0,,OP
59053:WT1,Michelangelo Wind 3 LLC,IA,Story,staged_only,,3.0,,OP
59055:PV1,Rariton OMP,NJ,Somerset,staged_only,,1.7,,OP
59056:GEN 1,Spring House,PA,Montgomery,staged_only,,3.8,,OP
59057:GEN 1,Skillman,NJ,Somerset,staged_only,,1.1,,OP
59059:GEN 1,Raritan ITS,NJ,Somerset,staged_only,,2.0,,OP
59060:WWPV,Waste Water Treatment Plant,MA,Berkshire,staged_only,,1.5,,OP
59061:WT1,Radfords Run Wind Farm,IL,Dewitt,staged_only,,278.0,,OP
59063:WT1,Stella Wind Farm,TX,Kenedy,staged_only,,201.0,,OP
59065:WT1,Drift Sand Wind Project LLC,OK,Grady,staged_only,,108.0,,OP
59066:MVII,Bruennings Breeze Wind Farm,TX,Willacy,staged_only,,228.0,,OP
59068:GVII,"Colbeck's Corner, LLC",TX,Carson,staged_only,,200.0,,OP
59070:WT 1,Jericho Power,NH,Coos,staged_only,,14.3,,OP
59071:WT 1,Carroll Area Wind Farm,IA,Carroll,staged_only,,20.7,,OP
59075:BRE1,Brewster Landfill,MA,Barnstable,staged_only,,1.0,,OP
59076:WT1,Chopin Wind LLC,OR,Umatilla,staged_only,,10.0,,OP
59077:CHA,Chatham Landfill,MA,Barnstable,staged_only,,1.5,,OP
59078:HAR1,Harwich Landfill,MA,Barnstable,staged_only,,4.0,,OP
59079:KAT1,Katama Farm,MA,Dukes,staged_only,,1.0,,OP
59080:NUN1,Nunnepog,MA,Dukes,staged_only,,1.0,,OP
59081:HAR1,Barnstable Landfill,MA,Barnstable,staged_only,,4.0,,OP
59082:DEN1,Dennis Landfill,MA,Barnstable,staged_only,,5.0,,OP
59083:WT1,Limon III Wind LLC,CO,Lincoln,staged_only,,200.6,,OP
59084:RPMA,Marshall Wind Farm,KS,Marshall,staged_only,,73.8,,OP
59085:INV-1,Lepomis PV Energy LLC,MA,Plymouth,staged_only,,4.5,,OP
59086:GEN1,"Cottonwood Solar, LLC (Goose Lake)",CA,Kern,staged_only,,12.0,,OP
59087:GEN 1,"Cottonwood Solar, LLC (City of Corcoran)",CA,Kings,staged_only,,12.0,,OP
59088:GEN 1,Calipatria Solar Farm,CA,Imperial,staged_only,,20.0,,OP
59090:GEN1,Rockland Solar CSG,MA,Plymouth,staged_only,,2.0,,OP
59093:10,Holland Energy Park,MI,Ottawa,staged_only,,53.1,,OP
59093:11,Holland Energy Park,MI,Ottawa,staged_only,,53.1,,OP
59093:12,Holland Energy Park,MI,Ottawa,staged_only,,43.2,,OP
59094:GEN 1,Division 1,CA,Los Angeles,staged_only,,1.5,,OP
59095:GEN 1,Division 2,CA,Los Angeles,staged_only,,1.0,,OP
59096:GEN1,Division 3,CA,Los Angeles,staged_only,,1.0,,OP
59097:PV1,Berry Plastics Solar,NJ,Warren,staged_only,,9.8,,OP
59098:PV1,Kettering Solar 1,CA,Los Angeles,staged_only,,1.0,,OP
59099:PV1,Kettering Solar 2,CA,Los Angeles,staged_only,,1.0,,OP
59100:1,Chauncey Farm LLC,NC,Columbus,staged_only,,4.9,,OP
59102:1,Dragstrip Farm,NC,Burke,staged_only,,5.0,,OP
59103:1,Fremont Farm LLC,NC,Wayne,staged_only,,5.0,,OP
59105:1,Market Farm,NC,Rockingham,staged_only,,4.9,,OP
59106:1,Snow Hill Solar 2 LLC,NC,Greene,staged_only,,2.0,,OP
59107:1,Mount Olive Farm,NC,Wayne,staged_only,,5.0,,OP
59109:1,Spicewood Solar Farm LLC,NC,Moore,staged_only,,5.0,,OP
59110:1,Springfield Solar 1 LLC,MO,Greene,staged_only,,4.9,,OP
59111:1,West Salisbury Farm LLC,NC,Rowan,staged_only,,5.0,,OP
59112:1,West Siler,NC,Chatham,staged_only,,5.0,,OP
59113:1,Yanceyville Farm 2 LLC,NC,Caswell,staged_only,,5.0,,OP
59114:1,Redmon Solar Farm LLC,NC,Rowan,staged_only,,2.0,,OP
59115:1,Anderson Farm LLC,NC,Sampson,staged_only,,1.9,,OP
59116:V1021,Woodbine Landfill Plant,NJ,Cape May,staged_only,,1.1,,OP
59117:PV1,DD Fayetteville Solar NC LLC,NC,Bladen,staged_only,,23.1,,OP
59118:CAM1,Cameron Wind 1 LLC,TX,Cameron,staged_only,,165.0,,OP
59118:SABAL,Cameron Wind 1 LLC,TX,Cameron,staged_only,,16.4,,OP
59119:PV1,Warsaw I,NC,Duplin,staged_only,,2.0,,OP
59120:PV1,Warsaw II,NC,Duplin,staged_only,,2.0,,OP
59121:57449,Acushnet-Braley Road 1,MA,Bristol,staged_only,,1.9,,OP
59122:ECA11,Enerparc CA1 LLC,CA,San Benito,staged_only,,1.5,,OP
59123:1,Moncure Farm LLC,NC,Chatham,staged_only,,3.0,,OP
59124:1,Martin Creek Farm LLC,NC,Vance,staged_only,,3.0,,OP
59125:1,Kinston,NC,Lenoir,staged_only,,2.0,,OP
59126:1,Daniel Farm LLC,NC,Davie,staged_only,,5.0,,OP
59127:1,Bailey Farm LLC,NC,Nash,staged_only,,5.0,,OP
59128:57449,Acushnet- High Hill,MA,Bristol,staged_only,,2.8,,OP
59129:57449,CSD 2- Freedom High,CA,Contra Costa,staged_only,,0.9,,OP
59130:57449,CSD 2 - Heritage High,CA,Contra Costa,staged_only,,1.3,,OP
59131:57449,Dartmouth Landfill,MA,Bristol,staged_only,,1.1,,OP
59132:57449,EAFB - North Base,CA,Kern,staged_only,,1.0,,OP
59133:57449,EAFB - South Base,CA,Kern,staged_only,,1.0,,OP
59134:57449,Easton Landfill,MA,Bristol,staged_only,,1.6,,OP
59135:57449,Ludlow Landfill,MA,Hampden,staged_only,,2.3,,OP
59136:57449,Methuen Landfill,MA,Essex,staged_only,,1.1,,OP
59137:57449,Plymouth Site 1,MA,Plymouth,staged_only,,4.0,,OP
59138:57449,SDCCD - Miramar,CA,San Diego,staged_only,,1.0,,OP
59139:57449,SDCWA - Twin Oaks,CA,San Diego,staged_only,,1.0,,OP
59140:INV-1,EDF Lancaster,MA,Worcester,staged_only,,4.5,,OP
59143:FR-1,Front Range Project,CO,Weld,staged_only,,3.2,,OP
59144:15755,Brighton PV Solar Plant,CO,Adams,staged_only,,1.8,,OP
59145:65GTG,Freeport LP Pretreatment Facility,TX,Brazoria,staged_only,,87.0,,OP
59146:PV1,XPF Solar Field,NC,Durham,staged_only,,3.0,,OP
59147:1,Fair Wind,MD,Garrett,staged_only,,30.0,,OP
59148:GREEN,Green Farm,NC,Martin,staged_only,,5.0,,OP
59149:SIMON,Simons Farm,NC,Hertford,staged_only,,5.0,,OP
59150:BESS1,RE Mustang LLC,CA,Kings,staged_only,,75.0,,OP
59150:PV1,RE Mustang LLC,CA,Kings,staged_only,,100.0,,OP
59152:THOR1,Thornton PV1,NC,Greene,staged_only,,5.0,,OP
59153:WAT1,Watson Seed Farm PV1,NC,Nash,staged_only,,20.0,,OP
59154:BRAD1,Bradley PV1,NC,Hertford,staged_only,,5.0,,OP
59155:SHAW1,Shawboro PV1,NC,Currituck,staged_only,,20.0,,OP
59156:CTR1,Carter PV1,NC,Cumberland,staged_only,,5.0,,OP
59157:PEC1,Pecan PV1,NC,Richmond,staged_only,,5.0,,OP
59158:LNG1,Langley PV1,NC,Wilson,staged_only,,5.0,,OP
59162:MSC 1,Mariposa Solar Center LLC,NC,Gaston,staged_only,,5.0,,OP
59163:HSC 1,Highland Solar Center LLC,NC,Lenoir,staged_only,,5.0,,OP
59164:NSC 1,Elm City Solar Facility,NC,Wilson,staged_only,,40.0,,OP
59166:BRIDG,Bridgeport Disposal Solar Farm,NJ,Gloucester,staged_only,,1.2,,OP
59167:LS1,Lancaster Solar 1,CA,Los Angeles,staged_only,,1.5,,OP
59168:AS,Avalon Solar,AZ,Pima,staged_only,,29.0,,OP
59169:LS2,Lancaster Solar 2,CA,Los Angeles,staged_only,,1.5,,OP
59170:5MWPV,Jakana Solar,NC,Martin,staged_only,,5.0,,OP
59171:5MWPV,Windsor Solar,NC,Bertie,staged_only,,5.0,,OP
59172:PV1,Belmont,IN,Marion,staged_only,,3.8,,OP
59173:5MWPV,Bethel Solar,NC,Pitt,staged_only,,5.0,,OP
59174:5MWPV,Lewiston Solar,NC,Bertie,staged_only,,5.0,,OP
59175:5MWPV,Woodland Solar,NC,Northampton,staged_only,,5.0,,OP
59176:5MWPV,Williamston Solar,NC,Martin,staged_only,,5.0,,OP
59177:5MWPV,Winton Solar,NC,Hertford,staged_only,,5.0,,OP
59178:KRS04,Franklin 1,MA,Norfolk,staged_only,,3.0,,OP
59179:KRS05,Franklin 2,MA,Norfolk,staged_only,,4.0,,OP
59180:PV1,Marion Solar LNG,IN,Marion,staged_only,,1.5,,OP
59181:00001,AgriReNew,IA,Scott,staged_only,,1.0,,OP
59182:10-94,Hesperia,CA,San Bernardino,staged_only,,1.5,,OP
59183:PV1,"CID Solar, LLC",CA,Kings,staged_only,,20.0,,OP
59184:PV1,Mulberry Farm LLC,TN,McNairy,staged_only,,15.8,,OP
59185:PV1,Jacobstown,NJ,Burlington,staged_only,,5.0,,OP
59186:PV1,West Pemberton,NJ,Burlington,staged_only,,7.0,,OP
59187:B&H80,Beethoven Wind,SD,Bon Homme,staged_only,,80.0,,OP
59188:PV1,Selmer Farm LLC,TN,McNairy,staged_only,,15.8,,OP
59189:1,East Wayne Solar LLC,NC,Wayne,staged_only,,2.0,,OP
59190:1,Vickers,NC,Chatham,staged_only,,2.0,,OP
59191:1,Soluga Farms 1,NC,Sampson,staged_only,,5.0,,OP
59192:1,Soluga Farms 2 LLC,NC,Bladen,staged_only,,5.0,,OP
59193:CHA1,Chapman Ranch Wind I,TX,Nueces,staged_only,,236.0,,OP
59197:CTG-1,Univ Minnesota CHP Plant,MN,Hennepin,staged_only,,21.0,,OP
59198:STER3,Sterling PV 3,CO,Logan,staged_only,,1.6,,OP
59199:MESA1,Mesa PV1,CO,Mesa,staged_only,,1.6,,OP
59200:1,Border Winds Wind Farm,ND,Rolette,staged_only,,150.0,,OP
59201:1,Pleasant Valley Wind Farm,MN,Mower,staged_only,,200.0,,OP
59203:PV1,Farmersville,CA,Tulare,staged_only,,1.5,,OP
59203:PV2,Farmersville,CA,Tulare,staged_only,,1.5,,OP
59203:PV3,Farmersville,CA,Tulare,staged_only,,1.5,,OP
59204:OCIA3,OCI Alamo 3 LLC,TX,Bexar,staged_only,,5.5,,OP
59205:OCIA5,OCI Alamo 5 LLC,TX,Uvalde,staged_only,,100.0,,OP
59206:OCIA6,Alamo 6,TX,Pecos,staged_only,,105.0,,OP
59207:OCIA7,OCI Alamo 7 LLC,TX,Haskell,staged_only,,100.0,,OP
59213:PV1,Clipperton Holdings LLC,NC,Sampson,staged_only,,5.0,,OP
59217:PV1,Tiburon Holdings,NC,Davie,staged_only,,5.0,,OP
59219:PV1,Porterville 6 and 7,CA,Tulare,staged_only,,1.5,,OP
59219:PV2,Porterville 6 and 7,CA,Tulare,staged_only,,1.5,,OP
59220:CT1,Wildcat Point Generation Facility,MD,Cecil,staged_only,,310.3,,OP
59220:CT2,Wildcat Point Generation Facility,MD,Cecil,staged_only,,310.3,,OP
59220:ST1,Wildcat Point Generation Facility,MD,Cecil,staged_only,,493.0,,OP
59221:GEN1,Pecan Row Landfill To Electric Facility,GA,Lowndes,staged_only,,1.6,,OP
59221:GEN2,Pecan Row Landfill To Electric Facility,GA,Lowndes,staged_only,,1.6,,OP
59221:GEN3,Pecan Row Landfill To Electric Facility,GA,Lowndes,staged_only,,1.6,,OP
59221:GM04,Pecan Row Landfill To Electric Facility,GA,Lowndes,staged_only,,1.6,,OP
59222:Q357,Passadumkeag Windpark LLC,ME,Penobscot,staged_only,,42.9,,OP
59223:WT1,Optimum Wind 5 LLC,IA,Story,staged_only,,3.0,,OP
59224:WT1,Optimum Wind 6 LLC,IA,Story,staged_only,,3.0,,OP
59225:WT1,Optimum Wind 7 LLC,IA,Story,staged_only,,3.0,,OP
59226:WT1,Optimum Wind 4 LLC,IA,Story,staged_only,,3.0,,OP
59227:WT1,Optimum Wind 3 LLC,IA,Story,staged_only,,3.0,,OP
59228:WT1,Leonardo Wind 1 LLC,IA,Hardin,staged_only,,3.0,,OP
59230:WT1,Venus Wind 3 LLC,IA,Poweshiek,staged_only,,3.0,,OP
59231:WT1,Michelangelo Wind 1 LLC,IA,Story,staged_only,,3.0,,OP
59232:WT1,Michelangelo Wind 4 LLC,IA,Boone,staged_only,,3.0,,OP
59233:CT2,Cogeneration 2,AZ,Pima,staged_only,,5.5,,OP
59234:GEN1,Arbuckle Mountain Wind Farm LLC,OK,Murray,staged_only,,100.0,,OP
59235:GEN1,Rising Tree Wind Farm II,CA,Kern,staged_only,,19.8,,OP
59236:GEN1,Rising Tree Wind Farm III,CA,Kern,staged_only,,99.0,,OP
59237:CPII,Lone Valley Solar Park II LLC,CA,San Bernardino,staged_only,,20.0,,OP
59238:WND2,Windthorst-2,TX,Archer,staged_only,,67.6,,OP
59239:ESS01,Eagle Springs Solar LLC,CO,Garfield,staged_only,,1.0,,OP
59240:G1,Port Charlotte Energy LLC,FL,Charlotte,staged_only,,1.5,,OP
59240:G2,Port Charlotte Energy LLC,FL,Charlotte,staged_only,,1.5,,OP
59241:BROCK,Brockelman,MA,Worcester,staged_only,,3.0,,OP
59242:BVRLY,Beverly,MA,Essex,staged_only,,2.0,,OP
59244:FIBE1,Lorenzo Wind,TX,Crosby,staged_only,,80.0,,OP
59245:FLUV1,Fluvanna,TX,Scurry,staged_only,,155.4,,OP
59246:GOOD1,Goodnight,TX,Armstrong,staged_only,,265.5,,OP
59247:HALE1,Hale Community Wind Farm,TX,Hale,staged_only,,478.0,,OP
59248:CCMUA,CCMUA,NJ,Camden,staged_only,,1.5,,OP
59249:PV1,Rio Bravo Solar 1 LLC,CA,Kern,staged_only,,20.0,,OP
59250:PV1,Rio Bravo Solar II LLC,CA,Kern,staged_only,,20.0,,OP
59251:PV1,Caprock Solar 1 LLC,NM,Quay,staged_only,,25.0,,OP
59253:PV1,Wildwood Solar II,CA,Kern,staged_only,,15.0,,OP
59254:GENS1,Johnston LFG Turbine Plant,RI,Providence,staged_only,,10.5,,OP
59254:GENT1,Johnston LFG Turbine Plant,RI,Providence,staged_only,,6.3,,OP
59254:GENT2,Johnston LFG Turbine Plant,RI,Providence,staged_only,,6.3,,OP
59254:GENT3,Johnston LFG Turbine Plant,RI,Providence,staged_only,,6.3,,OP
59254:GENT4,Johnston LFG Turbine Plant,RI,Providence,staged_only,,6.3,,OP
59260:HV3,"Hidden View Dairy, LLC",IN,Jasper,staged_only,,1.0,,OP
59262:LLRC,Lancaster Little Rock,CA,Los Angeles,staged_only,,5.0,,OP
59265:PV8,Merced Solar LLC,CA,Merced,staged_only,,1.5,,OP
59267:PV9,Mission Solar LLC,CA,Merced,staged_only,,1.5,,OP
59268:PV10,Hollister Solar LLC,CA,San Benito,staged_only,,1.5,,OP
59269:VMLB2,Victor Mesa Linda B2,CA,San Bernardino,staged_only,,1.5,,OP
59270:VMLC2,Victor Mesa Linda C2,CA,San Bernardino,staged_only,,1.5,,OP
59271:VMLD2,Victor Mesa Linda D2,CA,San Bernardino,staged_only,,1.5,,OP
59272:VMLE2,Victor Mesa Linda E2,CA,San Bernardino,staged_only,,1.5,,OP
59273:PALME,SEPV Palmdale East,CA,Los Angeles,staged_only,,10.0,,OP
59274:SUTTG,Sutter Greenworks LLC,NY,Suffolk,staged_only,,5.0,,OP
59275:STERG,Sterlington Greenworks LLC,NY,Suffolk,staged_only,,1.3,,OP
59276:LEAVG,Leavenworth Greenworks LLC,NY,Suffolk,staged_only,,9.5,,OP
59277:MED1,Medford WWTP,NJ,Burlington,staged_only,,1.3,,OP
59278:REEV1,Reeves South,NJ,Burlington,staged_only,,1.0,,OP
59279:LFT01,Life Technologies - Pleasanton,CA,Alameda,staged_only,,1.1,,OP
59280:KLG00,Kellogg's - San Jose,CA,Santa Clara,staged_only,,1.1,,OP
59283:W4236,California PV Energy at ISD WWTP,CA,Contra Costa,staged_only,,1.0,,OP
59284:GE1.7,Mammoth Plains,OK,Dewey,staged_only,,226.1,,OP
59292:RCWP,Rattlesnake Creek Wind Project,NE,Dixon,staged_only,,318.1,,OP
59295:NKG1,WED NK Green,RI,Washington,staged_only,,1.5,,OP
59296:NWO-B,Northwest Ohio Wind,OH,Paulding,staged_only,,0.8,,OP
59296:NWO-S,Northwest Ohio Wind,OH,Paulding,staged_only,,4.0,,OP
59296:NWOH1,Northwest Ohio Wind,OH,Paulding,staged_only,,105.0,,OP
59297:CARRI,Carrier Clinic,NJ,Somerset,staged_only,,1.5,,OP
59299:RED1,Waste Mangement Redwood LFGTE,CA,Marin,staged_only,,2.0,,OP
59299:RED2,Waste Mangement Redwood LFGTE,CA,Marin,staged_only,,2.0,,OP
59300:HAN1,Hanford 1 and 2,CA,Kings,staged_only,,1.5,,OP
59300:HAN2,Hanford 1 and 2,CA,Kings,staged_only,,1.5,,OP
59301:WEDC1,WED Coventry 1,RI,Kent,staged_only,,1.5,,OP
59302:COV2,WED Coventry 2,RI,Kent,staged_only,,1.5,,OP
59302:COV2A,WED Coventry 2,RI,Kent,staged_only,,1.5,,OP
59302:COV2B,WED Coventry 2,RI,Kent,staged_only,,1.5,,OP
59305:WEDC3,WED Coventry 3,RI,Kent,staged_only,,1.5,,OP
59306:WEDC4,WED Coventry 4,RI,Kent,staged_only,,1.5,,OP
59308:BEAC5,Beacon Solar Plant Site 5,CA,Kern,staged_only,,37.8,,OP
59309:BEAC2,Beacon Solar Plant Site 2,CA,Kern,staged_only,,47.3,,OP
59310:GEN1,Black Oak Power Producers,MO,Wright,staged_only,,2.0,,OP
59310:GEN2,Black Oak Power Producers,MO,Wright,staged_only,,2.0,,OP
59311:SEIL1,Seiling Wind I,OK,Dewey,staged_only,,199.0,,OP
59312:SEIL2,Seiling Wind II,OK,Dewey,staged_only,,98.6,,OP
59313:COV5,WED Coventry 5,RI,Kent,staged_only,,1.5,,OP
59314:COV6,WED Coventry 6,RI,Kent,staged_only,,1.5,,OP
59314:COV6A,WED Coventry 6,RI,Kent,staged_only,,1.5,,OP
59314:COV6B,WED Coventry 6,RI,Kent,staged_only,,1.5,,OP
59315:BEAC1,Hecate Energy Beacon Solar 1,CA,Kern,staged_only,,56.0,,OP
59316:BEAC3,Hecate Energy Beacon Solar 3,CA,Kern,staged_only,,56.0,,OP
59317:BEAC4,Hecate Energy Beacon Solar 4,CA,Kern,staged_only,,50.0,,OP
59318:NRUN1,North Run,NJ,Burlington,staged_only,,5.0,,OP
59319:ROCK1,Rock Solid,NJ,Monmouth,staged_only,,8.0,,OP
59320:GEN1,Los Vientos Windpower III,TX,Starr,staged_only,,200.0,,OP
59321:GEN1,Los Vientos Windpower IV,TX,Starr,staged_only,,200.0,,OP
59322:GEN1,Pumpjack Solar I,CA,Kern,staged_only,,20.0,,OP
59323:SMUPV,Sacramento (SMUD),CA,Sacramento,staged_only,,1.4,,OP
59324:MCCO1,MCCo Solar Generating Facility,OH,Cuyahoga,staged_only,,1.0,,OP
59325:KMEC1,Kings Mountain Energy Center,NC,Cleveland,staged_only,,310.2,,OP
59325:KMEC2,Kings Mountain Energy Center,NC,Cleveland,staged_only,,233.7,,OP
59326:MEC1,Middletown Energy Center,OH,Butler,staged_only,,310.2,,OP
59326:MEC2,Middletown Energy Center,OH,Butler,staged_only,,233.7,,OP
59327:GEN1,Marlboro Mushrooms Solar Field,PA,Chester,staged_only,,1.0,,OP
59328:GAC1,Golden Acorn Casino,CA,San Diego,staged_only,,1.0,,OP
59329:SOL1,City of Soledad Water Reclamation,CA,Monterey,staged_only,,1.0,,OP
59330:TAY1,Taylor Farms,CA,Monterey,staged_only,,1.0,,OP
59331:ANB2,Anheuser-Busch #2,CA,Solano,staged_only,,1.6,,OP
59332:MSCRK,Mesquite Creek Wind,TX,Dawson,staged_only,,211.2,,OP
59333:FAIS1,Faison Solar,NC,Duplin,staged_only,,2.0,,OP
59334:INV-1,"Catalina Solar 2, LLC",CA,Kern,staged_only,,18.0,,OP
59335:GEN1,MCLB Landfill Gas to Energy,GA,Dougherty,staged_only,,1.9,,OP
59337:HHS1,Harrell's Hill Solar Center LLC,NC,Wayne,staged_only,,5.0,,OP
59338:CTG1,Gila River Power Block 1,AZ,Maricopa,staged_only,,174.0,,OP
59338:CTG2,Gila River Power Block 1,AZ,Maricopa,staged_only,,174.0,,OP
59338:ST9,Gila River Power Block 1,AZ,Maricopa,staged_only,,271.0,,OP
59339:SSC13,Quinto Solar PV Project,CA,Merced,staged_only,,108.0,,OP
59357:FRNCS,Dorena Hydro-Electric Facility,OR,Lane,staged_only,,1.4,,OP
59357:KAPLN,Dorena Hydro-Electric Facility,OR,Lane,staged_only,,6.1,,OP
59358:MA2,Devens,MA,Middlesex,staged_only,,3.0,,OP
59359:10400,SCE-Snowline-Duncan Road (North),CA,San Bernardino,staged_only,,1.5,,OP
59360:11113,SCE-Snowline-Duncan Road (South),CA,San Bernardino,staged_only,,1.0,,OP
59361:PV1,Browne Solar LLC,MA,Hampden,staged_only,,1.0,,OP
59362:PV1,Indian Hill Solar LLC,MA,Hampden,staged_only,,1.0,,OP
59363:PV1,State Street Solar LLC,MA,Hampden,staged_only,,1.0,,OP
59364:PV1,Plainfield One Solar LLC,NJ,Somerset,staged_only,,1.3,,OP
59365:PV1,24 Applegate Solar LLC,NJ,Mercer,staged_only,,2.6,,OP
59366:PV1,G&S Wantage Solar LLC,NJ,Sussex,staged_only,,8.5,,OP
59367:PV1,Engelhard Solar LLC,NJ,Middlesex,staged_only,,0.8,,OP
59368:PV1,Westborough Solar LLC,MA,Worcester,staged_only,,1.8,,OP
59370:PV1,4 Applegate Solar LLC,NJ,Mercer,staged_only,,1.4,,OP
59371:PV1,12 Applegate Solar LLC,NJ,Mercer,staged_only,,1.5,,OP
59373:1,Broshco Fabricated Products,OH,Richland,staged_only,,1.2,,OP
59373:2,Broshco Fabricated Products,OH,Richland,staged_only,,1.2,,OP
59373:3,Broshco Fabricated Products,OH,Richland,staged_only,,1.2,,OP
59373:4,Broshco Fabricated Products,OH,Richland,staged_only,,1.1,,OP
